13.725939,100.491541
13.725943,100.491575
13.72597,100.491629
13.725987,100.491667
13.72601,100.491693
13.726035,100.491723
13.726069,100.491756
13.726124,100.491801
13.726193,100.491866
13.726236,100.491917
13.726266,100.491957
13.72632,100.49197
13.726328,100.491999
13.726301,100.492009
13.726291,100.492041
13.726254,100.49206
13.726191,100.492057
13.726125,100.492049
13.726064,100.492048
13.725992,100.492047
13.725916,100.492061
13.725873,100.492092
13.725845,100.492127
13.725801,100.492162
13.725704,100.492191
13.725654,100.492218
13.725566,100.492228
13.725491,100.492237
13.725411,100.492237
13.725373,100.492249
13.725333,100.492255
13.72531,100.492238
13.725333,100.49236
13.725311,100.492403
13.72528,100.492402
13.725261,100.492423
13.725214,100.492449
13.725178,100.492454
13.72513,100.49245
13.725089,100.492454
13.725047,100.492459
13.724992,100.492437
13.724932,100.49242
13.724888,100.492405
13.724851,100.492391
13.724805,100.492394
13.724778,100.492379
13.724729,100.492368
13.724677,100.49238
13.724634,100.492372
13.724595,100.492391
13.724556,100.492397
13.724511,100.492388
13.724479,100.492399
13.724448,100.492414
13.724414,100.49243
13.72438,100.492434
